"product","brand","category"
"pioneer intl sch (bwr)-sh","ab medical academy","educ-schools"
"ab medical academy","ab medical academy","educ-coaching centre/comp exam"
"ab properties (blr)","ab properties (blr)","properties/real estates"
"ab paramount","ab property","properties/real estates"
"ab property","ab property","properties/real estates"
"abacus brewing co & kitchen","abacus brewing co & kitchen","restaurants/lodges"
"abacus media","abacus media","prof serv-others"
"abacus overseas educ advisors","abacus overseas educ advisors pvt ltd","prof serv-educ/immigration consultants"
"abacus peripherals","abacus peripherals pvt ltd","peripherals"
"abahan theatre","abahan theatre","ent zones-theatres"
"abans holdings-ipo","abans holdings ltd","public issues"
"new prince sri bhavani group of inst-ml","abaranjee ammal educ society","educ-multiple courses"
"abate group of insts-ml","abate group of insts","educ-multiple courses"
"abaya gold buyers","abaya gold buyers","prof serv-financial services"
"abaya gold buyers","abaya gold buyers pvt ltd","prof serv-financial services"
"abb formula e championship","abb global industries & services ltd","events-sports"
"abba printing press","abba printing press llc","prof serv-others"
"abbas book agency","abbas book agency","publications/books"
"endrendrum kamal-rajhesh vaidhya veena concert","abbas cultural academy","events-entertainment"
"shri ram properties kalai vizha","abbas cultural academy","events-entertainment"
"spb classics (abbas cultural)","abbas cultural academy","events-entertainment"
"celebrating spb (abbas)","abbas cultural academy","events-entertainment"
"msv isai vizha","abbas cultural academy","events-entertainment"
"abbas cultural","abbas cultural academy","ent zones-miscellaneous"
"naanum kamalum","abbas cultural academy","events-entertainment"
"maadhu plus 2","abbas cultural academy","events-entertainment"
"digene ultra fizz","abbot laboratories ltd","antacids"
"digene antacid","abbot laboratories ltd","antacids"
"digene tablet","abbot laboratories ltd","antacids"
"ensure diabetes care","abbott health care pvt ltd","vitamins/tonics/health supplem"
"pediasure complete","abbott health care pvt ltd","milk beverages"
"pediasure 7+","abbott health care pvt ltd","milk beverages"
"ensure","abbott health care pvt ltd","vitamins/tonics/health supplem"
"abott panbio covid-19 antigen self test","abbott india ltd","surgical goods/equipments"
"brufen power spray","abbott india ltd","rubs and balms"
"abbott india","abbott india ltd","pharma/healthcare-corporate"
"cremaffin","abbott india ltd","otc products range"
"abbvie healthcare","abbvie healthcare india private limited","pharma/healthcare-corporate"
"abbvie therapeutics india","abbvie therapeutics india pvt ltd","pharma/healthcare-corporate"
"venfield readymade garments","abc apparels pvt ltd","readymade garments"
"abc boys wear","abc boys wear","readymade garments"
"abc cargo mangalyam","abc cargo","events-others"
"abc cargo","abc cargo","courier services"
"hemdeep shirts","abc clothing","readymade garments"
"abc hauz","abc group qatar","retail outlets-home/interiors/furniture"
"abc hauz","abc hauz","retail outlets-home/interiors/furniture"
"abc veeravalli","abc mutually aided co-operative society ltd","veterinary medicines/products"
"abc preparatory residential sch-sh","abc preparatory residential sch","educ-schools"
"abc taxi","abc taxi india pvt ltd","ecom-auto rental services"
"abc veerya nidhi kendram","abc veerya nidhi kendram","prof serv-animal husbandry"
"abcd driving training sch-vc","abcd driving training sch","educ-vocational training inst"
"abd group","abd group","prof serv-others"
"tao detergent powder","abdos consumer care ltd","washing powders/liquids"
"abdul kalam jr & degree clg/kalam ias academy-ml","abdul kalam jr & degree clg/kalam ias academy","educ-multiple courses"
"abdul raees","abdul raees","gen-personal greetings/announcements"
"a j clg of sci & tech-ml","abdul razak memo charitable trust","educ-multiple courses"
"abdul sattar mitra mandal","abdul sattar mitra mandal","associations/social/cultural org"
"abeille assurances","abeille assurances","insurance-general"
"abeli resort","abeli resort","restaurants/lodges"
"aedula household cleaners","abg aedula manufacturing & marketing","household cleaners"
"pocket","abg technologies ltd","ecom-wallets"
"abha hospital (sultanpur)","abha hospital (sultanpur)","hospital/clinics"
"abhay jambvasav","abhay ayurvedic pharmacy","otc products range"
"abhaya charitable trust","abhaya charitable trust","social advertisements-ngos"
"abhaya hospital","abhaya hospital","hospital/clinics"
"abhayraje dhonde mitra mandal","abhayraje dhonde mitra mandal","associations/social/cultural org"
"abheeshta brindavan","abheeshta life spaces pvt ltd","properties/real estates"
"abhey oswal township","abhey oswal group","properties/real estates"
"furniture expo (abhi imports)","abhi imports & exports","events-interiors/home/kitchen"
"abhi ss infra","abhi ss infra","prof serv-others"
"cb-abhibus-laung laachi 2","abhibus services india pvt ltd","ecom-travel & tourism"
"cb-abhibus-honeymoon","abhibus services india pvt ltd","ecom-travel & tourism"
"abhibus.com","abhibus services india pvt ltd","ecom-travel & tourism"
"abhigyan sarokar","abhigyan sarokar","educ-coaching centre/comp exam"
"arc intl fertility & research centre","abhijay hospital pvt ltd","hospitals/clinics-infertility"
"alm ayush","abhijay hospital pvt ltd","hospital/clinics"
"abhijeet aba patil mitra parivar","abhijeet aba patil mitra parivar","associations/social/cultural org"
"abhijeet patil mitra mandal","abhijeet patil mitra mandal","associations/social/cultural org"
"abhijit realtors & infraventures","abhijit realtors & infraventures pvt ltd","properties/real estates"
"radio orange fm 106.4","abhijit realtors & infraventures pvt ltd","radio channel promotions"
"abhilash chemicals and pharmaceuticals","abhilash chemicals and pharmaceuticals pvt ltd","corporate-industrial/b2b"
"youtube.com/guru prasadam ayurveda","abhimantrit guruprasadam ayurveda herbal foods pvt","ecom-media/entertainment/social media"
"abhimanyu agri business","abhimanyu agri business group","corporate/brand image"
"abhinandan dhaba veg and non veg","abhinandan dhaba veg and non veg","restaurants/lodges"
"abhinandan infra india","abhinandan infra india","prof serv-real estate consultants"
"the house of abhinandan lodha","abhinandan lodha","properties/real estates"
"abhinav bindra sports medicine & research inst-ot","abhinav bindra sports medicine & research inst","educ-other courses"
"viro veto mask","abhinav fabrics","surgical goods/equipments"
"abhinav katta/we are for you sanstha","abhinav katta/we are for you sanstha","social advertisements-ngos"
"sanatan jal","abhiram water pvt ltd","mineral water"
"abhiruchi inst of physical edu-ot","abhiruchi inst of physical edu","educ-other courses"
"agituff tough glass and fittings","abhishek glass industries","corporate-industrial/b2b"
"abhishek mother & child care hospital","abhishek mother & child care hospital","hospital/clinics"
"abhishek netradhama","abhishek netradhama","hospital/clinics"
"devil the british secret agent","abhishek pictures","film trailor"
"abhishekam gold & diamonds","abhishekam gold & diamonds","retail outlets-jewellers"
"abhishekam gold point/leelu gifts & kitchen shop","abhishekam gold point/leelu gifts & kitchen shop","retail outlets-others"
"abhishekham jewellers","abhishekham jewellers","retail outlets-jewellers"
"sriram 108 feet panchaloha statue","abhista projects","events-real estate"
"abhivrudhi builders","abhivrudhi builders","properties/real estates"
"abhoya bakery","abhoya bakery","retail outlets-juice/bakery shops/icecrm"
"abhyas defence academy/maa bharati foundation","abhyas defence academy/maa bharati foundation","educ-coaching centre/comp exam"
"abhyudaya co op bank rupay debit card","abhyudaya co op bank","atm services/debit cards"
"abhyudaya co op bank mobile banking","abhyudaya co op bank","banking-anywhere banking"
"abhyudaya coop bank business loan","abhyudaya co op bank","banking-corporate"
"abhyudaya co op bank pers loan","abhyudaya co op bank","loans-personal/professional"
"abhyudaya co op bank home loan","abhyudaya co op bank","loans-housing/construction"
"abhyudaya co op bank edu loan","abhyudaya co op bank","loans-education"
"abhyudaya bnk house renv loan","abhyudaya co op bank","loans-housing/construction"
"abhyudaya coop bank auto fin","abhyudaya co op bank","loans-auto"
"abhyudaya bank shubhamkaroti","abhyudaya co op bank","fixed deposits"
"abhyudaya loan against gold","abhyudaya co op bank","loans-mortgage"
"abhyudaya co op bank","abhyudaya co op bank","banking-services & products"
"abhyudaya co op bank business loan","abhyudaya co op bank ltd","banking-corporate"
"abhyudaya proprety mortgage loan","abhyudaya co op bank ltd","loans-mortgage"
"abhyudaya co op bank home loan","abhyudaya co op bank ltd","loans-housing/construction"
"abhyudaya co op bank auto fin","abhyudaya co op bank ltd","loans-auto"
"abhyudaya loan against gold","abhyudaya co op bank ltd","loans-mortgage"
"abhyudaya piles laser hospital","abhyudaya piles laser hospital","hospital/clinics"
"sdr restaurant & cafe","abi confectionery pvt ltd","restaurants/lodges"
"abi tv & mobiles sales & service","abi tv & mobiles sales & service","retail outlets-electronics/durables"
"ret asees animal feed (abid distributors)","abid distributors","ret animal feed"
"abidis zahra hospital (gor)","abidis zahra hospital (gor)","hospital/clinics"
"ability foundation/cavin milk products","ability foundation/cavin kare limited","social advertisements-ngos"
"11wickets.com","ability games pvt ltd","ecom-gaming"
"abinandana infra","abinandana infra","properties/real estates"
"abiraame jewellers","abiraame jewellers singapore","retail outlets-jewellers"
"le naturels range of products","abirami ecoplast pvt ltd","food products range"
"abirami papers","abirami papers and boards private limited","industrial equipments/products/b2b"
"abirami times","abirami times","retail outlets-others"
"notebook.school-el","abj eduventures private limited","educ-ecom-education"
"clikmenu","abjar advertising","ecom-food/grocery"
"dev aashish sky","abjibapa buildcon pvt ltd","properties/real estates"
"abk nirmiti","abk nirmiti pvt ltd","properties/real estates"
"abk saqer auditing","abk saqer auditing","prof serv-consultants"
"feelfresh herbal mouth care","able exports","otc products range"
"raden bath fitting","able industries","sanitary wares"
"abn corporation","abn corp","corporate/brand image"
"abn corporation","abn corporation","corporate/brand image"
"aboron exclusive","aboron","retail outlets-clothing/textiles/fashion"
"auoranges","aboron","retail outlets-clothing/textiles/fashion"
"gamesmasti.com","abp creations pvt ltd","ecom-gaming"
"abp one stop weddings","abp eventures pvt ltd","prof serv-others"
"the festival of wellbeing (bw businessworld)","abp ltd","events-media"
"anand bazar patrika (gharote bhraman elo)","abp ltd","publications/books"
"bw hotelier indian hospitality awards","abp ltd","events-media"
"the telegraph true spirit puja","abp ltd","events-media"
"ananda bazaar tourist spot","abp ltd","events-media"
"anand bazar patrika daily","abp ltd","publications/books"
"business world magazine","abp ltd","publications/books"
"abp ityadi/abp weddings","abp ltd","publications/books"
"education symposium","abp ltd","educ-events"
"anandabazar patrika","abp ltd","publications/books"
"aaro ananda podcast","abp ltd","ecom-media/entertainment/social media"
"anandamela asterix","abp ltd","publications/books"
"anandalok magazine","abp ltd","publications/books"
"sananda magazine","abp ltd","publications/books"
"admissiontree.in","abp ltd","educ-ecom-education"
"abp weddings","abp ltd","ecom-matrimonials"
"aaro ananda","abp ltd","ecom-media/entertainment/social media"
"anandalok","abp ltd","ecom-media/entertainment/social media"
"gharguti eco friendly ganesh utsav spardha","abp network pvt ltd","events-media"
"abp ananda dakshiner khaibar pass","abp network pvt ltd","events-media"
"abp ananda uttarer khaibar pass","abp network pvt ltd","events-media"
"aba ananda uttorer khaibar pass","abp network pvt ltd","events-media"
"social message-abp news network","abp network pvt ltd","social advertisements-ngos"
"sunidhi i am home india tour","abp network pvt ltd","events-media"
"abp dakshiner khaibar pass","abp network pvt ltd","events-others"
"social message-abp network","abp network pvt ltd","social advertisements-ngos"
